ticket-id,issue,category,expected_resolution
TKT-718,Laporan laporan stok di SAP tidak bisa diakses,ERP,Pastikan VPN aktif dan terhubung sebelum membuka SAP GUI; periksa konfigurasi saplogon.ini
TKT-719,Akun SAP karyawan menampilkan error karena role belum dikonfigurasi,ERP,Update konfigurasi output device dan printer di SAP; verifikasi email setting untuk output elektronik
TKT-720,SAP Fiori sangat lambat saat jam kerja sibuk,ERP,Verifikasi status kurs dan harga di master data SAP untuk periode transaksi yang bersangkutan
TKT-721,SAP GUI sangat lambat saat jam kerja sibuk,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-722,Akun SAP karyawan tidak berjalan karena role belum dikonfigurasi,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-723,Integrasi SAP dengan sistem HRIS menampilkan error,ERP,Update konfigurasi output device dan printer di SAP; verifikasi email setting untuk output elektronik
TKT-724,Data di SAP Fiori menampilkan error setelah perubahan konfigurasi,ERP,Update konfigurasi output device dan printer di SAP; verifikasi email setting untuk output elektronik
TKT-725,Akun SAP karyawan menampilkan error karena VPN tidak aktif,ERP,Periksa konfigurasi master data yang terlibat dalam transaksi; koordinasikan dengan SAP Functional team
TKT-726,Workflow intercompany billing di SAP tidak berjalan karena role belum dikonfigurasi,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-727,Laporan laporan stok di SAP tidak bisa diakses,ERP,Koordinasikan dengan tim Finance untuk proses koreksi manual; periode closed memerlukan special authorization
TKT-728,Proses goods receipt di SAP menampilkan error,ERP,Verifikasi authorization object yang diperlukan; buat permintaan akses ke SAP Basis dengan approval atasan
TKT-729,Workflow purchase order di SAP tidak berjalan karena role belum dikonfigurasi,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-730,Integrasi SAP dengan sistem payroll menampilkan error,ERP,Verifikasi authorization object yang diperlukan; buat permintaan akses ke SAP Basis dengan approval atasan
TKT-731,Workflow intercompany billing di SAP tidak berjalan karena VPN tidak aktif,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-732,SAP Fiori sangat lambat saat proses month-end closing,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-733,Laporan laporan keuangan di SAP tidak menampilkan data dengan benar,ERP,Koordinasikan dengan tim SAP Functional untuk analisis error dan solusi yang tepat
TKT-734,Data di SAP PM (Plant Maintenance) menampilkan error setelah upgrade sistem,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-735,Karyawan tidak bisa akses modul CO (Controlling) di SAP karena role belum dikonfigurasi,ERP,Koordinasikan dengan tim Finance untuk proses koreksi manual; periode closed memerlukan special authorization
TKT-736,SAP Fiori sangat lambat saat proses month-end closing,ERP,Pastikan VPN aktif dan terhubung sebelum membuka SAP GUI; periksa konfigurasi saplogon.ini
TKT-737,Laporan laporan stok di SAP tidak menampilkan data dengan benar,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-738,Laporan laporan stok di SAP tidak menampilkan data dengan benar,ERP,Update konfigurasi output device dan printer di SAP; verifikasi email setting untuk output elektronik
TKT-739,Workflow goods receipt di SAP tidak berjalan karena role belum dikonfigurasi,ERP,Jalankan laporan dengan parameter lebih spesifik atau jadwalkan sebagai background job
TKT-740,Proses month-end closing di SAP tidak berjalan,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-741,Workflow MRP di SAP tidak berjalan karena role belum dikonfigurasi,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-742,Akun SAP karyawan menampilkan error karena VPN tidak aktif,ERP,Pastikan VPN aktif dan terhubung sebelum membuka SAP GUI; periksa konfigurasi saplogon.ini
TKT-743,Karyawan tidak bisa menjalankan laporan di SAP karena VPN tidak aktif,ERP,Verifikasi authorization object yang diperlukan; buat permintaan akses ke SAP Basis dengan approval atasan
TKT-744,Integrasi SAP dengan sistem payroll menampilkan error,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-745,Karyawan tidak bisa akses modul CO (Controlling) di SAP karena role belum dikonfigurasi,ERP,Koordinasikan dengan tim Finance untuk proses koreksi manual; periode closed memerlukan special authorization
TKT-746,Akun SAP karyawan menampilkan error karena VPN tidak aktif,ERP,Update konfigurasi output device dan printer di SAP; verifikasi email setting untuk output elektronik
TKT-747,Integrasi SAP dengan sistem payroll tidak berjalan,ERP,Verifikasi status kurs dan harga di master data SAP untuk periode transaksi yang bersangkutan
TKT-748,SAP Fiori sangat lambat saat jam kerja sibuk,ERP,Jalankan laporan dengan parameter lebih spesifik atau jadwalkan sebagai background job
TKT-749,Karyawan tidak bisa akses modul CO (Controlling) di SAP karena role belum dikonfigurasi,ERP,Verifikasi authorization object yang diperlukan; buat permintaan akses ke SAP Basis dengan approval atasan
TKT-750,Data di SAP QM (Quality Management) tidak berjalan setelah perubahan konfigurasi,ERP,Eskalasi ke SAP Basis Team via ITSM; sertakan screenshot error dan langkah yang sudah dicoba
TKT-751,SAP menampilkan error mandatory field missing saat posting transaksi di modul FI (Finance),ERP,Koordinasikan dengan tim SAP Functional untuk analisis error dan solusi yang tepat
TKT-752,Proses intercompany billing di SAP tidak berjalan,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-753,Integrasi SAP dengan sistem HRIS menampilkan error,ERP,Periksa dan perbaiki interface middleware antara SAP dan sistem terintegrasi
TKT-754,Karyawan tidak bisa posting transaksi di SAP karena role belum dikonfigurasi,ERP,Periksa workflow konfigurasi dan log; verifikasi email approver aktif di sistem
TKT-755,Karyawan meminta bantuan IT untuk buat badge visitor yang sebenarnya bukan tanggung jawab IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-756,Karyawan menanyakan prosedur lembur kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-757,Karyawan meminta bantuan IT untuk meminjam perlengkapan kantor yang sebenarnya di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-758,Karyawan menanyakan prosedur lembur kepada IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-759,Karyawan melaporkan lampu mati kepada IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-760,Karyawan menanyakan reimburse biaya internet kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-761,Karyawan meminta IT untuk mengurus yang bukan tanggung jawab IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-762,Karyawan melaporkan proyektor ruang meeting tidak nyala kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-763,Karyawan melaporkan proyektor ruang meeting tidak nyala kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-764,Karyawan meminta IT untuk mengurus yang bukan tanggung jawab IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-765,Tiket masuk ke IT untuk suhu ruangan terlalu dingin yang seharusnya ke Finance,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-766,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-767,Karyawan meminta bantuan IT untuk setup dekorasi ruangan yang sebenarnya bukan tanggung jawab IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-768,Karyawan melaporkan meja goyang kepada IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-769,Karyawan melaporkan meja goyang kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-770,Karyawan menanyakan tunjangan makan kepada IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-771,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya di luar cakupan layanan IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-772,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-773,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-774,Tiket masuk ke IT untuk lift tidak berfungsi yang seharusnya ke General Affairs,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-775,Karyawan melaporkan kulkas pantry bermasalah kepada IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-776,Tiket masuk ke IT untuk toilet bermasalah yang seharusnya ke Legal,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-777,Karyawan menanyakan aturan penggunaan laptop kantor untuk keperluan pribadi kepada IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-778,Karyawan meminta IT untuk membantu yang di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-779,Karyawan melaporkan toilet bermasalah kepada IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-780,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya di luar cakupan layanan IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-781,Karyawan melaporkan kursi rusak kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-782,Tiket masuk ke IT untuk parkiran penuh yang seharusnya ke Finance,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-783,Karyawan meminta bantuan IT untuk meminjam perlengkapan kantor yang sebenarnya bukan tanggung jawab IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-784,Karyawan meminta bantuan IT untuk pesan konsumsi meeting yang sebenarnya di luar cakupan layanan IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-785,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-786,Tiket masuk ke IT untuk AC rusak yang seharusnya ke Facility Management,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-787,Karyawan meminta bantuan IT untuk buat badge visitor yang sebenarnya di luar cakupan layanan IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-788,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-789,Karyawan melaporkan coffee machine rusak kepada IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-790,Karyawan meminta bantuan IT untuk setup kendaraan dinas yang sebenarnya bukan tanggung jawab IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-791,Tiket masuk ke IT untuk coffee machine rusak yang seharusnya ke Tim Marketing,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-792,Karyawan meminta bantuan IT untuk service kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-793,Tiket masuk ke IT untuk lampu mati yang seharusnya ke Legal,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-794,Karyawan melaporkan meja goyang kepada IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-795,Karyawan meminta bantuan IT untuk setup dekorasi ruangan yang sebenarnya bukan tanggung jawab IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-796,Karyawan menanyakan kebijakan WFH kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-797,Karyawan melaporkan coffee machine rusak kepada IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-798,Karyawan meminta IT untuk mengurus yang bukan tanggung jawab IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-799,Karyawan meminta bantuan IT untuk pesan konsumsi meeting yang sebenarnya bukan tanggung jawab IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-800,Karyawan meminta IT untuk mengurus yang bukan tanggung jawab IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-801,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-802,Karyawan melaporkan kebocoran atap kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-803,Karyawan meminta bantuan IT untuk buat ID card yang sebenarnya bukan tanggung jawab IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-804,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-805,Karyawan menanyakan dress code kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-806,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya di luar cakupan layanan IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-807,Karyawan meminta bantuan IT untuk service kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-808,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya bukan tanggung jawab IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-809,Karyawan menanyakan prosedur lembur kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-810,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-811,Karyawan melaporkan suhu ruangan terlalu dingin kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-812,Karyawan melaporkan coffee machine rusak kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-813,Karyawan meminta bantuan IT untuk setup kendaraan dinas yang sebenarnya bukan tanggung jawab IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-814,Karyawan menanyakan aturan cuti kepada IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-815,Karyawan menanyakan proses klaim asuransi kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-816,Karyawan meminta bantuan IT untuk buat badge visitor yang sebenarnya di luar cakupan layanan IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-817,Tiket masuk ke IT untuk kebocoran atap yang seharusnya ke HR,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-818,Karyawan menanyakan prosedur lembur kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-819,Karyawan menanyakan tunjangan makan kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-820,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-821,Karyawan melaporkan lift tidak berfungsi kepada IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-822,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-823,Tiket masuk ke IT untuk toilet bermasalah yang seharusnya ke Tim Marketing,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-824,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-825,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-826,Karyawan meminta bantuan IT untuk buat ID card yang sebenarnya bukan tanggung jawab IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-827,Tiket masuk ke IT untuk kebocoran atap yang seharusnya ke Tim Marketing,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-828,Karyawan menanyakan dress code kepada IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-829,Tiket masuk ke IT untuk proyektor ruang meeting tidak nyala yang seharusnya ke Finance,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-830,Karyawan meminta bantuan IT untuk service kendaraan dinas yang sebenarnya bukan tanggung jawab IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-831,Karyawan meminta bantuan IT untuk setup kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-832,Karyawan menanyakan jadwal cuti bersama kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-833,Karyawan melaporkan kebocoran atap kepada IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-834,Karyawan melaporkan parkiran penuh kepada IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-835,Karyawan melaporkan coffee machine rusak kepada IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-836,Karyawan melaporkan kebocoran atap kepada IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-837,Karyawan menanyakan prosedur lembur kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-838,Karyawan melaporkan suhu ruangan terlalu dingin kepada IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-839,Karyawan meminta bantuan IT untuk buat badge visitor yang sebenarnya di luar cakupan layanan IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-840,Tiket masuk ke IT untuk lift tidak berfungsi yang seharusnya ke Finance,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-841,Karyawan menanyakan proses klaim asuransi kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-842,Karyawan meminta IT untuk mengurus yang bukan tanggung jawab IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-843,Karyawan meminta bantuan IT untuk service kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-844,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-845,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-846,Karyawan melaporkan AC rusak kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-847,Karyawan meminta bantuan IT untuk pesan tiket perjalanan dinas yang sebenarnya bukan tanggung jawab IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-848,Karyawan melaporkan AC rusak kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-849,Karyawan meminta bantuan IT untuk urus asuransi perangkat pribadi yang sebenarnya bukan tanggung jawab IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-850,Tiket masuk ke IT untuk parkiran penuh yang seharusnya ke General Affairs,Other,Arahkan ke vendor atau departemen yang berwenang; berikan nomor kontak yang tepat kepada karyawan
TKT-851,Karyawan meminta bantuan IT untuk setup kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-852,Karyawan meminta bantuan IT untuk pindah barang saat mutasi yang sebenarnya bukan tanggung jawab IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-853,Karyawan melaporkan kebocoran atap kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-854,Karyawan meminta bantuan IT untuk buat ID card yang sebenarnya di luar cakupan layanan IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-855,Karyawan meminta bantuan IT untuk setup dekorasi ruangan yang sebenarnya di luar cakupan layanan IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-856,Karyawan meminta bantuan IT untuk buat ID card yang sebenarnya di luar cakupan layanan IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-857,Karyawan melaporkan parkiran penuh kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-858,Tiket masuk ke IT untuk toilet bermasalah yang seharusnya ke Security,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-859,Karyawan melaporkan coffee machine rusak kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-860,Karyawan menanyakan kebijakan WFH kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-861,Karyawan menanyakan tunjangan makan kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-862,Karyawan melaporkan lampu mati kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-863,Tiket masuk ke IT untuk proyektor ruang meeting tidak nyala yang seharusnya ke Security,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-864,Karyawan menanyakan jadwal cuti bersama kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-865,Karyawan melaporkan parkiran penuh kepada IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-866,Tiket masuk ke IT untuk kebocoran atap yang seharusnya ke HR,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-867,Karyawan meminta bantuan IT untuk urus asuransi perangkat pribadi yang sebenarnya di luar cakupan layanan IT,Other,IT hanya support perangkat dan sistem kantor; untuk kebutuhan pribadi karyawan bertanggung jawab sendiri
TKT-868,Karyawan melaporkan lampu mati kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-869,Karyawan melaporkan meja goyang kepada IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-870,Karyawan melaporkan proyektor ruang meeting tidak nyala kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-871,Karyawan melaporkan meja goyang kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-872,Tiket masuk ke IT untuk toilet bermasalah yang seharusnya ke HR,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-873,Karyawan menanyakan proses klaim asuransi kepada IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-874,Tiket masuk ke IT untuk coffee machine rusak yang seharusnya ke General Affairs,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-875,Karyawan meminta IT untuk mengurus yang di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-876,Karyawan melaporkan coffee machine rusak kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-877,Karyawan menanyakan tunjangan makan kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-878,Karyawan melaporkan lampu mati kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-879,Karyawan menanyakan tunjangan makan kepada IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
TKT-880,Karyawan melaporkan parkiran penuh kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-881,Karyawan meminta bantuan IT untuk pindah barang saat mutasi yang sebenarnya bukan tanggung jawab IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-882,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya di luar cakupan layanan IT,Other,Catat sebagai tiket yang salah routing; arahkan ke departemen yang tepat dan tutup tiket IT
